origins,destinations,path,free_flow_time
8,8,-101609498#5 -101609498#4 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 -416376586 71223791#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.812508257442645
8,8,-101609498#5 -101609498#4 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 42762428#4 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.368442740667181
8,8,-101609498#5 101609498#5 120512823#0 120512823#1 372606529#0 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.6969768180850453
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.451390880093044
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 697042776#0 697042776#2 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.4356445815736363
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 -372606529#8 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,4.10445210458284
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 -282689984#1 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.5157297329848127
10,10,101416508#0 101416508#1 -101416507 101415864#1 679068326#2 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9575896003423148
10,10,101416508#0 101416508#1 101416508#2 679068326#1 679068326#2 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9936320086663355
10,10,101416508#0 -101416509 -71324343#2 -71324343#1 -416375814 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,2.0035718089204906
10,10,101416508#0 -101416509 -71324343#2 -71324343#1 -71324343#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9829589273387722
11,11,-47374680#7 -47374680#6 -47374680#5 -47374680#4 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2,1.9464866522148427
11,11,-47374680#7 -47374680#6 -47374680#5 47374664 -47374664 -47374680#4 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2,3.0053902136394126
11,11,-47374680#7 -47374680#6 -47374680#5 -47374680#4 47374680#4 47374680#5 101746498#0 -101746498#0 47374680#6 47374680#7 47374680#8 -101411571#0 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,2.619141495211859
11,11,-47374680#7 -47374680#6 -47374680#5 -47374680#4 -47374680#3 47374680#3 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2,1.9916247074369315
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.5002126408518777
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.7499707010233907
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 -659278038#2 101604503 -101604503 -659278038#1 -101601831 101601831 -659278038#0 -100525438#2 -101604496#1 101604496#1 -100525438#1 -100525438#0 100525438#0 -101601553#1 -101601553#0 101600741#4 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,6.477291190054137
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 -101601831 101601831 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,3.647989908706464
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,1.856809347209006
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -101611600 101611600 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,2.035043088509702
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,2.210730915836457
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 101604499 -101604499 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,1.962808867247403
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 101604503 101604513#1 -101604513#1,0.46570963878712035
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 101604503 -101604513#0 101604513#0 101604513#1 -101604513#1,0.5763887844554668
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 101601832#2 -659278038#2 101604503 101604513#1 -101604513#1,0.7821483236923279
13,25,100475365#1 282479151#3 -1047409997 1047409997 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 101604503 101604513#1 -101604513#1,0.4740129745202617
13,32,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.4714420397388617
13,32,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 659278038#2 -101601832#2 -101601832#1 -101601832#0,0.6511939404991658
13,32,100475365#1 282479151#3 -1047409997 1047409997 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.479745375472003
13,32,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601830 101601830 -101601832#1 -101601832#0,0.5694501990861139
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,1.9713752591899707
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,1.8662737801534315
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 100488715#5 101605219 -100488715#6 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3,4.122106307833821
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 101605219 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,2.6720213203502157
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.3543374009070868
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 -101607101 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.67674205751415
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.6759217293828974
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 100525438#0 -101601553#1 -101601553#0 101600741#4 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,3.4168503686571827
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.3674783766959657
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.2623768976594265
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 100488715#5 101605219 -101605219 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5,4.518209425339816
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5,2.9294686878641216
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 -101607101 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.270181391491082
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,1.9477767348840185
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.2693610633598293
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.6486850607773706
14,5,-101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.6286214557817367
14,5,-101611601 101611601 -372606529#2 101594836#0 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.7753201352535255
14,5,-101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 -101607966#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.025405713041156
14,5,-101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.7679423101133902
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,2.893463346461694
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -1323419243,2.8602700691507703
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 619184994 -619184994 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,3.4759363356573725
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 101594830 -101594830 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,3.439921929895067
15,5,-101604496#1 101604496#1 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.5343966816388184
15,5,-101604496#1 101604496#1 -100525438#1 -101601553#1 -101601557 101601557 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.5761173439858305
15,5,-101604496#1 -101604502 101604502 101604496#1 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.7497074567768072
15,5,-101604496#1 101604496#1 -100525438#1 -101601553#1 -101601553#0 101600741#4 100468681#3 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.6485315508492815
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749449#1 101746514 -101746498#2,4.566220483873895
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749449#1 101746514 -101746498#2,4.5994137611848185
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101749449#1 101746514 -101746498#2,3.816029161844723
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,3.8260924672244703
